Product,Country,Year,Population,Production (t),production__tonnes__per_capita,Production per capita (kg),Yield (t/ha),Yield (kg/animal),Land Use (ha),area_harvested__ha__per_capita,Land Use per capita (m²),Producing or slaughtered animals,Producing or slaughtered animals per capita,Imports (t),imports__tonnes__per_capita,Imports per capita (kg),Exports (t),exports__tonnes__per_capita,Exports per capita (kg),Domestic supply (t),domestic_supply__tonnes__per_capita,Domestic supply per capita (kg),Food (t),food__tonnes__per_capita,Food per capita (kg),Animal feed (t),feed__tonnes__per_capita,Animal feed per capita (kg),Other uses (t),other_uses__tonnes__per_capita,Other uses per capita (kg),Supply chain waste (t),waste_in_supply_chain__tonnes__per_capita,Supply chain waste per capita (kg),Food supply (kg per capita per year),Food supply (g per capita per day),Food supply (kcal per capita per day),Food supply (Protein g per capita per day),Food supply (Fat g per capita per day)
,Austria,1982,7571291,1120676,0.1480165,148.0165,24.5472,,45654,0.006029883,60.298829999999995,,,42000,0.0055472706,5.5472706,14000,0.0018490902,1.8490902,1140000,0.15056877,150.56877,458000,0.060491666,60.491666,326000,0.043057386,43.057386,88000,0.011622853,11.622853000000001,114000,0.015056877,15.056877,60.48746,165.71906683596,110.70252,2.6528714,0.1695444
,Austria,1983,7559110,1011511,0.1338135,133.8135,24.9177,,40594,0.005370209,53.70209,,,178000,0.023547746,23.547746,7000,0.00092603493,0.92603493,1178000,0.15583844,155.83844,463000,0.061250597,61.250597,227000,0.03002999,30.029989999999998,198000,0.02619356,26.19356,101000,0.013361361,13.361361,61.21101,167.70139558326002,111.98355,2.6796064,0.16997504
,Austria,1984,7558564,1138097,0.15057053,150.57053000000002,27.5422,,41322,0.0054669115,54.669115000000005,,,60000,0.007938015,7.938015,15000,0.0019845038,1.9845038000000002,1182000,0.15637891,156.37891000000002,469000,0.062048823,62.048823000000006,291000,0.038499378,38.499378,150000,0.019845039,19.845039,114000,0.01508223,15.082230000000001,62.019142,169.91545583509202,114.127235,2.7130246,0.17018974
,Austria,1985,7562114,1042196,0.13781808,137.81808,27.630499,,37719,0.004987891,49.878910000000005,,,39000,0.005157288,5.157288,7000,0.00092566706,0.92566706,1071000,0.14162706,141.62706,468000,0.061887458,61.887458,230000,0.030414775,30.414775000000002,127000,0.016794246,16.794245999999998,104000,0.013752768,13.752768,61.94354,169.70832707004,113.2075,2.7149763,0.17031217
,Austria,1986,7567247,982405,0.1298233,129.8233,28.186298,,34854,0.0046059024,46.059024,,,22000,0.002907266,2.907266,10000,0.0013214846,1.3214846,1008000,0.13320564,133.20564,469000,0.061977625,61.977625,170000,0.022465236,22.465236,130000,0.0171793,17.1793,99000,0.013082697,13.082697000000001,61.966885,169.77228597351,113.25017,2.7159996,0.17037636
,Austria,1987,7572379,879497,0.1161454,116.1454,25.7705,,34128,0.004506906,45.06906,,,33000,0.0043579433,4.3579433000000005,5000,0.0006602945,0.6602945,889000,0.117400356,117.400356,469000,0.061935622,61.935622,88000,0.011621183,11.621183,113000,0.014922655,14.922655,88000,0.011621183,11.621183,61.90813,169.61131337238,113.30772,2.7073526,0.17046294
,Austria,1988,7583766,1001044,0.13199827,131.99827,30.2293,,33115,0.004366564,43.665639999999996,,,14000,0.0018460485,1.8460485,6000,0.00079116365,0.79116365,1008000,0.1329155,132.91549999999998,474000,0.06250193,62.501929999999994,183000,0.024130492,24.130492,119000,0.015691413,15.691413,100000,0.013186061,13.186061,62.470802,171.152880480252,114.34926,2.7383637,0.17052083
,Austria,1989,7619393,845466,0.11096238,110.96238,26.0987,,32395,0.004251651,42.516510000000004,,,10000,0.0013124405,1.3124405,7000,0.00091870833,0.9187083300000001,871000,0.114313565,114.31356500000001,477000,0.062603414,62.603413999999994,56000,0.0073496667,7.3496667,123000,0.016143018,16.143017999999998,85000,0.011155744,11.155744,62.585197,171.466291436022,115.175186,2.744174,0.17025897
,Austria,1990,7678732,793537,0.10334219,103.34219,24.9854,,31760,0.0041360995,41.360994999999996,,,27000,0.0035162056,3.5162055999999997,6000,0.000781379,0.781379,833000,0.10848145,108.48145,482000,0.062770784,62.770784,28000,0.0036464354,3.6464354,105000,0.0136741325,13.6741325,80000,0.010418387,10.418387,62.708607,171.804401021682,114.869225,2.746873,0.16980669
,Austria,1991,7755640,789979,0.101858646,101.858646,23.6372,,33421,0.004309251,43.09251,,,43000,0.0055443523,5.5443523,7000,0.000902569,0.902569,825000,0.1063742,106.3742,495000,0.06382452,63.82451999999999,3000,0.00038681529,0.38681529000000003,137000,0.017664565,17.664565,40000,0.005157537,5.1575370000000005,63.845062,174.917976333012,117.549034,2.7992609,0.16935031
,Austria,1992,7840816,738256,0.094155505,94.155505,22.347,,33036,0.004213337,42.13337,,,31000,0.00395367,3.9536700000000002,6000,0.0007652265,0.7652265,772000,0.09845914,98.45914,481000,0.061345655,61.345655,3000,0.00038261325,0.38261325,126000,0.016069757,16.069757,37000,0.0047188965,4.7188965,61.345264,168.069214757664,112.36854,2.684912,0.16905001
,Austria,1993,7905280,885833,0.11205587,112.05587,28.492498,,31090,0.0039328146,39.328146,,,26000,0.003288941,3.288941,4000,0.00050599093,0.50599093,909000,0.11498644,114.98644,489000,0.06185739,61.857389999999995,56000,0.0070838733,7.0838733,145000,0.01834217,18.342170000000003,89000,0.0112582985,11.2582985,61.8784,169.5298613184,113.52008,2.7085493,0.16928433
,Austria,1994,7935366,593720,0.07481948,74.81948,19.965,,29738,0.0037475273,37.475273,,,27000,0.0034024895,3.4024895,4000,0.0005040725,0.5040725,657000,0.082793914,82.793914,428000,0.05393576,53.93576,15000,0.001890272,1.890272,64000,0.00806516,8.06516,47000,0.005922852,5.922852,53.87788,147.61062866088,100.033195,2.2307403,0.14004648
,Austria,1995,7947293,724426,0.09115381,91.15381000000001,26.794899,,27036,0.003401913,34.01913,,,148000,0.018622693,18.622692999999998,18000,0.0022649223,2.2649223,850000,0.10695466,106.95465999999999,535000,0.06731852,67.31852,60000,0.0075497404,7.5497404,70000,0.008808031,8.808031,80000,0.010066321,10.066321,67.33798,184.48761459348,124.58833,2.7831426,0.17080659
,Austria,1996,7958043,768974,0.09662853,96.62853,29.1997,,26335,0.0033092308,33.092308,,,111000,0.013948153,13.948153,10000,0.0012565904,1.2565904,851000,0.10693584,106.93584,501000,0.06295518,62.95518,25000,0.0031414758,3.1414758000000003,137000,0.017215287,17.215287,62000,0.0077908603,7.790860299999999,62.9002,172.3293133452,116.742775,2.5965202,0.16102451
,Austria,1997,7967086,676872,0.08495854,84.95854,28.832499,,23476,0.0029466231,29.466230999999997,,,97000,0.012175092,12.175092,17000,0.002133779,2.133779,757000,0.09501592,95.01592000000001,482000,0.06049891,60.49891,5000,0.000627582,0.627582,119000,0.014936453,14.936453,34000,0.004267558,4.267558,60.544426,165.875138067276,112.65951,2.5046623,0.16094215
,Austria,1998,7975856,646915,0.081109166,81.109166,28.306398,,22854,0.0028653978,28.653978,,,88000,0.011033298,11.033298,18000,0.0022568111,2.2568111,716000,0.08977093,89.77092999999999,445000,0.055793386,55.793386,5000,0.00062689197,0.62689197,118000,0.0147946505,14.7946505,32000,0.0040121083,4.0121083,55.760757,152.769195732582,103.428024,2.2894745,0.14058177
,Austria,1999,7991382,711729,0.089062065,89.06206499999999,30.7044,,23180,0.0029006246,29.006245999999997,,,119000,0.014891041,14.891041000000001,24000,0.0030032352,3.0032352,801000,0.10023297,100.23297000000001,491000,0.061441187,61.441187,10000,0.0012513481,1.2513481,119000,0.014891041,14.891041000000001,64000,0.008008627,8.008627,61.387386,168.184617496236,114.23706,2.5252402,0.16033271
,Austria,2000,8010425,694609,0.08671313,86.71312999999999,29.2627,,23737,0.0029632635,29.632635,,,104000,0.012983082,12.983082,34000,0.004244469,4.244469,752000,0.093877666,93.877666,498000,0.062168986,62.168986000000004,1000,0.00012483732,0.12483732,109000,0.013607268,13.607268000000001,28000,0.003495445,3.4954449999999997,62.204266,170.422644871116,117.139854,2.5130002,0.16019125
,Austria,2001,8039633,694602,0.08639723,86.39723000000001,30.0394,,23123,0.0028761262,28.761262000000002,,,100000,0.012438378,12.438378,61000,0.007587411,7.5874109999999995,733000,0.09117331,91.17330999999999,478000,0.05945545,59.45545,10000,0.0012438379,1.2438379,89000,0.011070157,11.070157,49000,0.0060948054,6.0948054,59.459194,162.901899740844,113.13165,2.3927846,0.15017477
,Austria,2002,8078994,684321,0.084703736,84.703736,30.3832,,22523,0.002787847,27.87847,,,135000,0.016710002,16.710002000000003,35000,0.0043322225,4.3322225,780000,0.09654667,96.54667,514000,0.06362178,63.62178,13000,0.0016091112,1.6091111999999999,94000,0.011635112,11.635112,55000,0.0068077785,6.8077785,63.592213,174.22523935363802,120.193184,2.5741372,0.16025758
,Austria,2003,8120105,560340,0.069006495,69.006495,26.5287,,21122,0.002601198,26.011979999999998,,,161000,0.01982733,19.82733,62000,0.0076353694,7.635369399999999,675000,0.08312701,83.12701,459000,0.056526363,56.526363,1000,0.00012315111,0.12315111,85000,0.010467845,10.467845,22000,0.0027093245,2.7093245,56.521996,154.854782013096,105.28312,2.2560668,0.15040447
,Austria,2004,8171215,693054,0.084816515,84.816515,31.6117,,21924,0.002683077,26.830769999999998,,,143000,0.017500458,17.500458,56000,0.0068533258,6.8533257999999995,778000,0.09521228,95.21227999999999,491000,0.060088985,60.088985,8000,0.0009790466,0.9790465999999999,112000,0.0137066515,13.7066515,49000,0.0059966603,5.996660299999999,60.04967,164.51964219042,113.30126,2.4164252,0.16042657
,Austria,2005,8227034,763165,0.09276308,92.76308,34.3985,,22186,0.002696719,26.967190000000002,,,127000,0.015436912,15.436912000000001,86000,0.0104533415,10.453341499999999,803000,0.09760504,97.60504,491000,0.05968129,59.68129,10000,0.0012155048,1.2155048,130000,0.015801564,15.801564,46000,0.0055913227,5.5913227,59.726746,163.634918911596,112.1629,2.4034908,0.16023271
,Austria,2006,8267771,654621,0.07917745,79.17745,29.8641,,21920,0.0026512588,26.512588,,,162000,0.019594157,19.594157000000003,118000,0.014272287,14.272287,687000,0.08309374,83.09374,429000,0.05188823,51.88823,9000,0.0010885643,1.0885643,97000,0.011732304,11.732304000000001,39000,0.0047171116,4.7171116,51.91789,142.24079309814002,98.10939,2.0823216,0.14015628
,Austria,2007,8294720,668755,0.08062418,80.62418000000001,29.4931,,22675,0.0027336667,27.336667,,,180000,0.021700552,21.700552000000002,106000,0.0127792135,12.779213500000001,743000,0.08957505,89.57505,463000,0.05581864,55.81864,13000,0.0015672621,1.5672621,102000,0.012296979,12.296979,47000,0.005666255,5.6662550000000005,55.82936,152.95714915536,105.206085,2.2243571,0.15029441
,Austria,2008,8321134,756945,0.09096657,90.96656999999999,33.1993,,22800,0.002740011,27.40011,,,174000,0.020910611,20.910611,111000,0.013339528,13.339528,765000,0.091934584,91.934584,477000,0.057323918,57.323918,15000,0.0018026389,1.8026389,104000,0.012498297,12.498297,53000,0.0063693244,6.3693244,57.363487,157.16023678456202,108.27082,2.2957423,0.15037614
,Austria,2009,8342939,722098,0.086551994,86.551994,32.494698,,22222,0.0026635698,26.635698,,,179000,0.02145527,21.45527,133000,0.015941624,15.941624000000001,733000,0.08785873,87.85873,481000,0.057653543,57.653543,20000,0.0023972366,2.3972366,79000,0.009469085,9.469085,51000,0.0061129536,6.1129536,57.609978,157.835554586028,110.38316,2.3481507,0.1505225
,Austria,2010,8362829,671722,0.08032234,80.32234000000001,30.5703,,21973,0.00262746,26.2746,,,182000,0.02176297,21.76297,141000,0.016860323,16.860323,726000,0.08681273,86.81273,482000,0.057636,57.636,8000,0.0009566141,0.9566141,86000,0.0102836015,10.2836015,40000,0.0047830706,4.783070599999999,57.673485,158.00954636511,108.60918,2.2928605,0.1508461
,Austria,2011,8391201,816070,0.09725306,97.25306,35.7127,,22851,0.0027232098,27.232098,,,192000,0.022881111,22.881111,141000,0.016803315,16.803314999999998,834000,0.09938983,99.38983,493000,0.05875202,58.75202,10000,0.0011917246,1.1917246,111000,0.013228143,13.228143,65000,0.0077462094,7.7462094,58.806835,161.11461482721,111.83071,2.3272877,0.1511226
,Austria,2012,8429641,665416,0.07893764,78.93764,30.548899,,21782,0.002583977,25.839769999999998,,,178000,0.021115964,21.115964,146000,0.017319836,17.319836000000002,717000,0.085057005,85.057005,466000,0.05528112,55.28112,8000,0.00094903214,0.94903214,96000,0.011388386,11.388386,33000,0.0039147576,3.9147575999999997,55.270397,151.425743691222,104.89272,2.1684554,0.14120175
,Austria,2013,8479542,604051,0.071236275,71.236275,28.5901,,21128,0.0024916441,24.916441,,,201000,0.02370411,23.70411,103000,0.012146883,12.146883,709000,0.08361301,83.61301,495000,0.058375794,58.375794,8000,0.0009434472,0.9434472,59000,0.006957923,6.957923,48000,0.005660683,5.660683,58.422073,160.060472371998,109.98283,2.290468,0.15135252
,Austria,2014,8546066,750637,0.08783422,87.83422,35.1027,,21384,0.002502204,25.02204,,,237000,0.027732057,27.732057,144000,0.016849859,16.849859,836000,0.097822785,97.822785,503000,0.05885749,58.85749,12000,0.0014041548,1.4041548,96000,0.0112332385,11.233238499999999,113000,0.013222458,13.222458,58.81058,161.12487510108002,109.87921,2.2883103,0.15120994
,Austria,2015,8642422,536473,0.06207438,62.07438,26.338999,,20368,0.0023567467,23.567467,,,281000,0.032514032,32.514032,116000,0.013422163,13.422163000000001,718000,0.08307856,83.07856,481000,0.055655695,55.655695,5000,0.00057854154,0.57854154,81000,0.009372373,9.372373,43000,0.004975457,4.975457,55.654556,152.478234091656,105.4444,2.199269,0.14059253
,Austria,2016,8736491,767261,0.08782256,87.82256,36.1557,,21221,0.0024290073,24.290073,,,269000,0.030790394,30.790394,126000,0.014422267,14.422267000000002,842000,0.096377365,96.37736500000001,498000,0.05700229,57.002289999999995,15000,0.0017169365,1.7169365,94000,0.010759468,10.759468,119000,0.013621029,13.621029,57.058556,156.32480939565602,108.12991,2.2727306,0.15018044
,Austria,2017,8797497,653400,0.07427113,74.27113,28.4198,,22991,0.002613357,26.133570000000002,,,267000,0.030349541,30.349541000000002,144000,0.016368292,16.368292,738000,0.083887495,83.887495,494000,0.056152336,56.152336,5000,0.0005683435,0.5683435,74000,0.008411484,8.411484,59000,0.006706453,6.706453000000001,56.113167,153.73470257224199,106.27113,2.265781,0.1503837
,Austria,2018,8840518,697930,0.07894673,78.94673,29.374199,,23760,0.0026876254,26.876254,,,317000,0.03585763,35.85763,139000,0.01572306,15.72306,826000,0.09343344,93.43344,507000,0.05734958,57.349579999999996,5000,0.0005655777,0.5655777,87000,0.009841052,9.841052,112000,0.012668941,12.668941,57.365715,157.16634089409,108.616714,2.3030765,0.15085655
,Austria,2019,8879939,751260,0.08460193,84.60193000000001,31.3417,,23970,0.0026993428,26.993427999999998,,,296000,0.033333562,33.333562,146000,0.016441554,16.441554,772000,0.08693753,86.93753,524000,0.059009414,59.009414,9000,0.0010135205,1.0135204999999998,83000,0.009346911,9.346910999999999,45000,0.0050676023,5.0676023,59.014664,161.684009342064,109.921364,2.309357,0.15126793
,Austria,2020,8907780,885890,0.099451266,99.45126599999999,36.5165,,24260,0.002723462,27.23462,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Azerbaijan,1992,7643343,156040,0.020415151,20.415150999999998,8.2701,,18868,0.0024685534,24.685534,,,74000,0.009681627,9.681627,0,0,0,214000,0.02799822,27.99822,194000,0.025381563,25.381563,0,0,0,3000,0.00039249842,0.39249842,2000,0.0002616656,0.2616656,25.345716,69.44031711381601,46.79209,1.1113122,0.06823847
,Azerbaijan,1993,7740112,152200,0.019663798,19.663798,7.8058996,,19498,0.002519085,25.190849999999998,,,46000,0.0059430664,5.943066399999999,0,0,0,214000,0.027648179,27.648179,189000,0.024418252,24.418252000000003,0,0,0,3000,0.00038759128,0.38759128,3000,0.00038759128,0.38759128,24.44086,66.96125960436001,44.971184,1.0753978,0.06843441
,Azerbaijan,1994,7821889,150274,0.019211983,19.211983,8.2623,,18188,0.0023252694,23.252694,,,45000,0.005753086,5.753086,0,0,0,196000,0.025057886,25.057886,178000,0.022756651,22.756650999999998,0,0,0,5000,0.00063923176,0.6392317599999999,3000,0.00038353907,0.38353907,22.725073,62.260473349997994,42.192493,0.99103296,0.058873244
,Azerbaijan,1995,7889335,155472,0.019706603,19.706603,9.745,,15954,0.0020222238,20.222238,,,59000,0.0074784504,7.478450400000001,0,0,0,201000,0.025477432,25.477432,179000,0.022688858,22.688858,0,0,0,1000,0.0001267534,0.12675340000000002,4000,0.0005070136,0.5070136000000001,22.655014,62.068530886164005,41.370026,0.99485064,0.059100036
,Azerbaijan,1996,7949107,214556,0.026991207,26.991207,10.1359,,21168,0.0026629406,26.629406000000003,,,57000,0.0071706166,7.1706166,0,0,0,272000,0.03421768,34.21768,198000,0.024908459,24.908459,2000,0.00025160058,0.25160058,2000,0.00025160058,0.25160058,2000,0.00025160058,0.25160058,24.931665,68.30593082378999,45.43806,1.0964402,0.069144875
,Azerbaijan,1997,8000068,223370,0.027921014,27.921014,8.2711,,27006,0.0033757214,33.757214,,,46000,0.005749951,5.749950999999999,0,0,0,279000,0.034874704,34.874704,216000,0.02699977,26.999769999999998,2000,0.0002499979,0.2499979,0,0,0,2000,0.0002499979,0.2499979,26.993986,73.956125287836,49.512077,1.18829,0.06931691
,Azerbaijan,1998,8041100,312382,0.03884817,38.84817,9.5259,,32793,0.0040781735,40.781735,,,49000,0.0060936934,6.0936934,0,0,0,349000,0.043402024,43.402024,250000,0.031090274,31.090274,2000,0.00024872218,0.24872218,2000,0.00024872218,0.24872218,3000,0.00037308328,0.37308327999999996,31.06781,85.11728682006,56.59524,1.3602716,0.089360915
,Azerbaijan,1999,8101447,361594,0.04463326,44.63326,9.5213995,,37977,0.0046876813,46.876813,,,37000,0.0045670853,4.5670853,0,0,0,416000,0.05134885,51.34885,306000,0.03777103,37.771029999999996,3000,0.00037030422,0.37030422,2000,0.0002468695,0.2468695,4000,0.000493739,0.493739,37.769173,103.47718526659801,69.53819,1.6589826,0.09934028
,Azerbaijan,2000,8190341,469009,0.057263672,57.263672,8.935699,,52487,0.006408402,64.08402,,,45000,0.0054942765,5.4942765,1000,0.00012209504,0.12209503999999999,507000,0.061902184,61.902184,382000,0.046640303,46.640303,4000,0.00048838014,0.4883801400000001,4000,0.00048838014,0.4883801400000001,4000,0.00048838014,0.4883801400000001,46.574963,127.602637080138,85.24041,2.041805,0.12885177
,Azerbaijan,2001,8282030,605821,0.073148854,73.148854,10.9774,,55188,0.0066635837,66.635837,,,58000,0.007003114,7.003114,0,0,0,599000,0.07232527,72.32527,467000,0.05638714,56.38714,5000,0.0006037167,0.6037167,4000,0.00048297338,0.48297338,6000,0.00072446006,0.72446006,56.401028,154.52336283832798,103.89663,2.4737294,0.15831867
,Azerbaijan,2002,8372128,694947,0.08300721,83.00721,12.113199,,57371,0.0068526184,68.526184,,,84000,0.010033292,10.033292,1000,0.00011944395,0.11944395,688000,0.08217744,82.17744,538000,0.06426084,64.26084,5000,0.00059721974,0.59721974,1000,0.00011944395,0.11944395,6000,0.00071666366,0.71666366,64.294624,176.149653033024,117.690506,2.818638,0.17801927
,Azerbaijan,2003,8462335,769047,0.090878814,90.878814,12.9604,,59338,0.0070120124,70.120124,,,75000,0.008862802,8.862802,12000,0.0014180483,1.4180483,800000,0.09453656,94.53656000000001,611000,0.072202295,72.202295,6000,0.00070902414,0.70902414,2000,0.0002363414,0.2363414,7000,0.00082719483,0.82719483,72.23315,197.89903911689998,132.53789,3.165084,0.19781774
,Azerbaijan,2004,8556168,930445,0.10874553,108.74553,14.1416,,65795,0.007689774,76.89774,,,35000,0.0040906165,4.090616499999999,28000,0.003272493,3.272493,937000,0.10951164,109.51164,686000,0.08017608,80.17608,7000,0.0008181232,0.8181231999999999,2000,0.0002337495,0.2337495,9000,0.0010518727,1.0518726999999999,80.20618,219.74295670668002,147.41237,3.512174,0.21765585
,Azerbaijan,2005,8656243,1083074,0.12512057,125.12056999999999,15.3215,,70690,0.008166361,81.66361,,,38000,0.004389895,4.389895,39000,0.0045054187,4.505418700000001,1074000,0.124072306,124.072306,780000,0.09010838,90.10838,8000,0.00092418847,0.92418847,6000,0.00069314137,0.69314137,10000,0.0011552356,1.1552356000000001,90.079124,246.79211808002398,165.20111,3.9470208,0.24730706
,Azerbaijan,2006,8763353,999343,0.114036605,114.036605,14.949699,,66847,0.007628016,76.28016,,,53000,0.0060479133,6.0479133,47000,0.005363244,5.363244,1013000,0.11559502,115.59502,776000,0.08855058,88.55058000000001,9000,0.0010270042,1.0270042000000001,6000,0.0006846694,0.6846694,10000,0.0011411158,1.1411158,88.5944,242.72438113439998,162.1594,3.8858929,0.2471942
,Azerbaijan,2007,8878408,1037317,0.11683592,116.83592,15.457,,67110,0.0075587877,75.58787699999999,,,84000,0.009461156,9.461156,63000,0.007095867,7.095866999999999,1023000,0.11522336,115.22336,750000,0.0844746,84.4746,50000,0.00563164,5.63164,1000,0.000112632806,0.112632806,9000,0.0010136953,1.0136953000000002,84.416504,231.27809083790402,155.08298,3.7042115,0.22719164
,Azerbaijan,2008,8999697,1077114,0.11968336,119.68336000000001,15.643,,68856,0.0076509244,76.509244,,,48000,0.005333513,5.333513,86000,0.009555877,9.555877,1010000,0.112226,112.22600000000001,723000,0.080336034,80.336034,55000,0.006111317,6.111317,4000,0.0004444594,0.4444594,10000,0.0011111485,1.1111484999999999,80.31901,220.05207999126003,146.98517,3.5217252,0.21702509
,Azerbaijan,2009,9119630,982979,0.107787155,107.787155,14.995,,65554,0.0071882303,71.882303,,,35000,0.003837875,3.837875,82000,0.008991593,8.991593000000002,993000,0.108885996,108.885996,719000,0.07884092,78.84092,51000,0.005592332,5.592332,4000,0.00043861428,0.43861428,9000,0.0009868821,0.9868821,78.857315,216.04743619569,144.84601,3.4487145,0.21677634
,Azerbaijan,2010,9237203,953710,0.10324662,103.24662,14.494499,,65798,0.007123152,71.23152,,,50000,0.005412894,5.412894,64000,0.0069285044,6.9285044000000005,953000,0.10316976,103.16976,665000,0.07199149,71.99149,46000,0.0049798624,4.9798624,24000,0.002598189,2.598189,9000,0.0009743209,0.9743208999999999,72.03343,197.35186104017998,132.00099,3.158246,0.19555703
,Azerbaijan,2011,9359018,938517,0.10027943,100.27943,14.3973,,65187,0.006965154,69.65154,,,69000,0.0073725684,7.3725684,92000,0.009830091,9.830091,932000,0.0995831,99.58309999999999,662000,0.07073392,70.73392000000001,35000,0.0037397086,3.7397086,23000,0.0024575228,2.4575228,6000,0.0006410929,0.6410929,70.74235,193.8146555961,129.97282,3.0978487,0.19544786
,Azerbaijan,2012,9485577,968545,0.10210712,102.10712,14.674,,66004,0.006958354,69.58354,,,63000,0.006641662,6.641662,59000,0.0062199696,6.2199696,943000,0.09941409,99.41409,670000,0.07063355,70.63355,35000,0.0036898125,3.6898125,25000,0.0026355803,2.6355803,6000,0.0006325393,0.6325393,70.638275,193.52951861264998,129.90723,3.1060526,0.19534922
,Azerbaijan,2013,9614478,992780,0.103258856,103.258856,15.1999,,65315,0.0067934007,67.934007,,,66000,0.0068646474,6.8646474,54000,0.0056165294,5.616529399999999,969000,0.1007855,100.7855,694000,0.072182804,72.182804,37000,0.003848363,3.848363,26000,0.002704255,2.704255,6000,0.0006240588,0.6240588,72.15568,197.68679254368,132.75395,3.1626678,0.19522642
,Azerbaijan,2014,9741879,819319,0.08410277,84.10276999999999,13.288099,,61658,0.006329169,63.29169,,,133000,0.013652397,13.652397,49000,0.0050298306,5.0298306,1005000,0.10316285,103.16285,685000,0.07031497,70.31497,29000,0.0029768385,2.9768385,38000,0.0039006849,3.9006849,55000,0.005645728,5.645728,70.276184,192.53748848558402,128.8039,3.0834873,0.19515742
,Azerbaijan,2015,9863485,839795,0.085141815,85.141815,13.773,,60974,0.0061817905,61.817905,,,99000,0.010037021,10.037021,37000,0.0037512097,3.7512097,1003000,0.1016882,101.68820000000001,684000,0.06934669,69.34669000000001,29000,0.0029401372,2.9401371999999997,38000,0.0038525937,3.8525937,56000,0.0056775063,5.6775063,69.30795,189.88479262170003,126.83043,3.034174,0.18536754
,Azerbaijan,2016,9976254,902396,0.09045439,90.45438999999999,14.3714,,62791,0.006294046,62.94046,,,172000,0.01724094,17.24094,38000,0.003809045,3.8090450000000002,1053000,0.10555064,105.55064,723000,0.072472095,72.472095,29000,0.0029069027,2.9069027000000003,43000,0.004310235,4.310235,59000,0.0059140436,5.9140436,72.49114,198.60586102764,132.72476,3.1717317,0.19518349
,Azerbaijan,2017,10071569,913899,0.09074048,90.74048,15.5499,,58772,0.0058354363,58.354363,,,170000,0.016879197,16.879196999999998,57000,0.0056594955,5.6594955,1020000,0.10127518,101.27518,734000,0.07287841,72.87841,38000,0.003772997,3.772997,1000,0.0000992894,0.0992894,61000,0.0060566533,6.0566533,72.843605,199.57151855223,133.91806,3.1866634,0.19550082
,Azerbaijan,2018,10152524,898914,0.08854094,88.54093999999999,15.1559,,59311,0.0058419956,58.419956,,,154000,0.015168642,15.168642,67000,0.0065993443,6.599344299999999,1039000,0.10233908,102.33908,723000,0.07121382,71.21382,39000,0.0038414092,3.8414092,7000,0.0006894837,0.6894837,62000,0.006106856,6.106856,71.22037,195.12429941862,130.3469,3.116565,0.19601038
,Azerbaijan,2019,10232761,1004172,0.09813304,98.13304000000001,17.6415,,56921,0.005562624,55.62624,,,197000,0.01925189,19.25189,62000,0.006058971,6.058971,1045000,0.10212298,102.12298,731000,0.07143722,71.43722,42000,0.0041044643,4.1044643,30000,0.0029317602,2.9317602,59000,0.005765795,5.765795,71.48554,195.85079256204,131.58052,3.132402,0.19638884
,Azerbaijan,2020,10284952,1037637,0.10088885,100.88885,18.2083,,56987,0.0055408133,55.408133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bahamas,1961,120227,,,,,,,,,,,4000,0.033270396,33.270396,0,0,0,4000,0.033270396,33.270396,3000,0.024952797,24.952797,,,,1000,0.008317599,8.317599,,,,23.004398,63.025747314948,44.0001,1.0713068,0.095652394
,Bahamas,1962,126320,,,,,,,,,,,4000,0.031665612,31.665612000000003,0,0,0,4000,0.031665612,31.665612000000003,3000,0.023749208,23.749208,,,,1000,0.007916403,7.916403000000001,,,,23.631016,64.742508941616,45.978466,1.1015674,0.10536732
,Bahamas,1963,132655,,,,,,,,,,,4000,0.030153405,30.153405000000003,0,0,0,4000,0.030153405,30.153405000000003,3000,0.022615055,22.615054999999998,,,,1000,0.007538351,7.5383510000000005,,,,22.526932,61.717621300632,43.081676,1.0531077,0.10531077
,Bahamas,1964,138798,,,,,,,,,,,5000,0.036023572,36.023571999999994,0,0,0,5000,0.036023572,36.023571999999994,4000,0.028818859,28.818859,,,,1000,0.0072047147,7.2047147,,,,26.481794,72.552859548444,51.167885,1.245407,0.11585181
,Bahamas,1965,144862,,,,,,,,,,,5000,0.034515608,34.515608,0,0,0,5000,0.034515608,34.515608,4000,0.027612487,27.612487,,,,1000,0.0069031217,6.9031217,,,,24.798775,67.94184863565,47.355415,1.15006,0.11597244
,Bahamas,1966,151343,,,,,,,,,,,5000,0.033037536,33.037535999999996,0,0,0,5000,0.033037536,33.037535999999996,4000,0.02643003,26.43003,,,,1000,0.0066075074,6.607507399999999,,,,25.969618,71.149637644668,50.164196,1.215517,0.10611657
,Bahamas,1967,158210,,,,,,,,,,,5000,0.031603564,31.603564000000002,0,0,0,5000,0.031603564,31.603564000000002,4000,0.025282852,25.282852000000002,,,,1000,0.006320713,6.3207130000000005,,,,25.75305,70.55630066430001,49.320522,1.2088363,0.12571898
,Bahamas,1968,165469,,,,,,,,,,,6000,0.036260568,36.260568,0,0,0,6000,0.036260568,36.260568,4000,0.024173712,24.173712,,,,1000,0.006043428,6.043428,,,,26.184664,71.738804762064,49.967064,1.2299584,0.115308605
